run_id,dataset,backend,npoints,arm,repeat,k,budget,status,solve_time_s,simplex_iters,barrier_iters,dobj,gurobi_maxmem_gb
Tiny,Tiny,highs,25,cold_barrier,3,6,274300.53,OPTIMAL,0.0243,0,20,20.237996,NaN
Tiny,Tiny,highs,25,cold_barrier,3,7,275372.02,OPTIMAL,0.0246,0,19,19.627757,NaN
Tiny,Tiny,highs,25,cold_barrier,3,8,276443.51,OPTIMAL,0.0233,0,19,19.066673,NaN
Tiny,Tiny,highs,25,cold_barrier,3,9,277514.99,OPTIMAL,0.0293,0,24,18.675804,NaN
Tiny,Tiny,highs,25,cold_barrier,3,10,278586.48,OPTIMAL,0.0307,0,25,18.417856,NaN
Tiny,Tiny,highs,25,cold_barrier,3,11,279657.97,OPTIMAL,0.0300,0,24,18.163734,NaN
Tiny,Tiny,highs,25,cold_barrier,3,12,280729.45,OPTIMAL,0.0308,0,25,17.919271,NaN
Tiny,Tiny,highs,25,cold_barrier,3,13,281800.94,OPTIMAL,0.0286,0,23,17.694451,NaN
Tiny,Tiny,highs,25,cold_barrier,3,14,282872.43,OPTIMAL,0.0301,0,25,17.481136,NaN
Tiny,Tiny,highs,25,cold_barrier,3,15,283943.91,OPTIMAL,0.0273,0,22,17.285075,NaN
Tiny,Tiny,highs,25,cold_barrier,3,16,285015.4,OPTIMAL,0.0275,0,22,17.089015,NaN
Tiny,Tiny,highs,25,cold_barrier,3,17,286086.89,OPTIMAL,0.0284,0,23,16.892954,NaN
Tiny,Tiny,highs,25,cold_barrier,3,18,287158.37,OPTIMAL,0.0282,0,23,16.696893,NaN
Tiny,Tiny,highs,25,cold_barrier,3,19,288229.86,OPTIMAL,0.0284,0,23,16.500833,NaN
Tiny,Tiny,highs,25,cold_barrier,3,20,289301.34,OPTIMAL,0.0286,0,23,16.304772,NaN
Tiny,Tiny,highs,25,cold_barrier,3,21,290372.83,OPTIMAL,0.0290,0,23,16.116488,NaN
Tiny,Tiny,highs,25,cold_barrier,3,22,291444.32,OPTIMAL,0.0292,0,23,15.943208,NaN
Tiny,Tiny,highs,25,cold_barrier,3,23,292515.8,OPTIMAL,0.0296,0,24,15.779536,NaN
Tiny,Tiny,highs,25,cold_barrier,3,24,293587.29,OPTIMAL,0.0332,0,28,15.629093,NaN
Tiny,Tiny,highs,25,cold_barrier,3,25,294658.78,OPTIMAL,0.0320,0,27,15.485553,NaN
Tiny,Tiny,highs,25,warm_simplex,1,1,268943.1,OPTIMAL,0.0284,0,28,42.100694,NaN
Tiny,Tiny,highs,25,warm_simplex,1,2,270014.59,OPTIMAL,0.0012,4,0,33.593362,NaN
Tiny,Tiny,highs,25,warm_simplex,1,3,271086.07,OPTIMAL,0.0005,4,0,26.292739,NaN
Tiny,Tiny,highs,25,warm_simplex,1,4,272157.56,OPTIMAL,0.0004,3,0,22.488434,NaN
Tiny,Tiny,highs,25,warm_simplex,1,5,273229.05,OPTIMAL,0.0005,4,0,21.227639,NaN
Tiny,Tiny,highs,25,warm_simplex,1,6,274300.53,OPTIMAL,0.0004,1,0,20.237996,NaN
Tiny,Tiny,highs,25,warm_simplex,1,7,275372.02,OPTIMAL,0.0003,1,0,19.627757,NaN
Tiny,Tiny,highs,25,warm_simplex,1,8,276443.51,OPTIMAL,0.0003,1,0,19.066673,NaN
Tiny,Tiny,highs,25,warm_simplex,1,9,277514.99,OPTIMAL,0.0004,5,0,18.675804,NaN
Tiny,Tiny,highs,25,warm_simplex,1,10,278586.48,OPTIMAL,0.0004,3,0,18.417856,NaN
Tiny,Tiny,highs,25,warm_simplex,1,11,279657.97,OPTIMAL,0.0003,1,0,18.163734,NaN
Tiny,Tiny,highs,25,warm_simplex,1,12,280729.45,OPTIMAL,0.0003,1,0,17.919271,NaN
Tiny,Tiny,highs,25,warm_simplex,1,13,281800.94,OPTIMAL,0.0004,1,0,17.694451,NaN
Tiny,Tiny,highs,25,warm_simplex,1,14,282872.43,OPTIMAL,0.0004,2,0,17.481136,NaN
Tiny,Tiny,highs,25,warm_simplex,1,15,283943.91,OPTIMAL,0.0002,0,0,17.285075,NaN
Tiny,Tiny,highs,25,warm_simplex,1,16,285015.4,OPTIMAL,0.0002,0,0,17.089015,NaN
Tiny,Tiny,highs,25,warm_simplex,1,17,286086.89,OPTIMAL,0.0002,0,0,16.892954,NaN
Tiny,Tiny,highs,25,warm_simplex,1,18,287158.37,OPTIMAL,0.0002,0,0,16.696893,NaN
Tiny,Tiny,highs,25,warm_simplex,1,19,288229.86,OPTIMAL,0.0002,0,0,16.500833,NaN
Tiny,Tiny,highs,25,warm_simplex,1,20,289301.34,OPTIMAL,0.0002,0,0,16.304772,NaN
Tiny,Tiny,highs,25,warm_simplex,1,21,290372.83,OPTIMAL,0.0003,1,0,16.116488,NaN
Tiny,Tiny,highs,25,warm_simplex,1,22,291444.32,OPTIMAL,0.0004,2,0,15.943208,NaN
Tiny,Tiny,highs,25,warm_simplex,1,23,292515.8,OPTIMAL,0.0003,1,0,15.779536,NaN
Tiny,Tiny,highs,25,warm_simplex,1,24,293587.29,OPTIMAL,0.0004,3,0,15.629093,NaN
Tiny,Tiny,highs,25,warm_simplex,1,25,294658.78,OPTIMAL,0.0003,1,0,15.485553,NaN
Tiny,Tiny,highs,25,warm_simplex,2,1,268943.1,OPTIMAL,0.0330,0,28,42.100694,NaN
Tiny,Tiny,highs,25,warm_simplex,2,2,270014.59,OPTIMAL,0.0011,4,0,33.593362,NaN
